TF,score,n_metrics,g1_dm_diff,g2_gd,g3_ko_diff,g4_survival
HIVEP3,1.6578,5,0.7485004192244279,0.3823032124741687,0.48166942633581306,0.04536451244470083
ARNT,1.6553,5,0.635723912182141,0.3799862233076586,0.5674264410649048,0.07216617048973109
ZBTB32,1.6551,7,0.6030050245678567,0.43740998183981467,0.5358609080231834,0.07886122594889983
NFE2L3,1.6544,6,0.6810445142626369,0.28699355000313104,0.6281737878375382,0.058188112025208884
PBX1,1.6523,5,0.7617723052247005,0.38286680443359006,0.46746749468854104,0.040221512783268125
ELK1,1.6519,5,0.5658955860766712,0.4096061118416933,0.5246101166591182,0.15178573298076137
TP53,1.6501,6,0.7321217670907576,0.1601853591333208,0.6976654276916583,0.06013591626388706
HDAC3,1.6485,5,0.47976894381121943,0.5394827478239088,0.49760975761698006,0.13159665797367748
NR1I3,1.648,5,0.6481780818989986,0.41461581814766113,0.5156989260013861,0.06955380562298408
KAT7,1.6475,4,0.6192613945761873,0.35005322812950085,0.5962706895905427,0.08187762739412667
KDM5C,1.6473,5,0.5595164000740193,0.4677813263197445,0.47076467323051036,0.14925719358926892
NR1D2,1.6471,7,0.6717794033659081,0.4453002692717139,0.48870951363717335,0.04130464850476079
ELF2,1.6471,5,0.5491318366199969,0.4539420126495084,0.5445940324234007,0.09944360579848072
TGIF1,1.6469,5,0.44245348455995537,0.354561963804872,0.7136194288621132,0.1362214971417454
BHLHA15,1.644,5,0.7205214160130202,0.3415993487381802,0.49160556772784414,0.09023813969076272
SMAD6,1.6428,6,0.7306106221459807,0.26776880205397957,0.6054235787148369,0.03901812428729027
HOXA7,1.6418,5,0.5770600687136739,0.38286680443359006,0.6064534299838787,0.07543265246387322
MEF2D,1.6417,5,0.7273792205629557,0.33427265326570227,0.5205049718498691,0.05956475453309711
ESRRA,1.6406,6,0.6756013459211881,0.36952846139395074,0.5485821263030786,0.04685163099641297
HOXD10,1.6395,5,0.6037372284422562,0.44292065877637926,0.49754592298003364,0.09531469403904061
ATF7,1.6394,5,0.7074521027429616,0.3295134322750329,0.5577501886218714,0.044714512921424525
ZBTB7A,1.6369,6,0.44613697710566114,0.47003569415742996,0.6577987856433087,0.06292982094320126
RUNX3,1.636,6,0.43824425624619145,0.3839939883524328,0.696773375099598,0.11695222624048024
NR1I2,1.6331,5,0.6197256224283699,0.3340221679504039,0.6363465241889362,0.04303414288911138
AIRE,1.6327,5,0.6764573159201983,0.3345231385810007,0.5750706021352838,0.04666374655224383
HNF1B,1.6323,5,0.6495250819868619,0.3865614628342413,0.5302442790263171,0.06601779326032337
NCOA3,1.6295,7,0.5557387604095353,0.3931367023608241,0.560529830209422,0.12010637824529657
